block_height,elapsed_time
244,17.359993895s
245,16.07782679s
246,4.904175963s
247,20.667747971s
248,7.090099946s
249,14.285480384s
250,9.258060166s
251,9.122664103s
252,9.050508577s
253,1.062348267s
254,11.919369381s
255,11.403979539s
256,41.038439367s
257,15.979945741s
258,40.480277327s
259,16.002142443s
260,17.119154227s
261,13.558230863s
262,6.525954301s
263,6.114781911s
264,6.178334176s
265,44.075773937s
266,12.464803955s
267,1.108711635s
268,6.718277106s
269,21.975757046s
270,2.513701154s
271,5.61276343s
272,1.993658411s
273,18.819773338s
274,17.050231808s
275,24.435290492s
276,14.987613696s
277,16.09246755s
278,12.041433772s
279,14.395090078s
280,2.663661103s
281,32.597631553s
282,15.290360657s
283,20.239486165s
284,21.584556255s
285,17.099999381s
286,1.592042032s
287,23.94330033s
288,1.529441466s
289,5.260696573s
290,16.079715817s
291,7.970479739s
292,6.744541962s
293,3.284742906s
294,51.100073854s
295,1.529423992s
296,1.023085503s
297,16.04765661s
298,13.19234516s
299,3.511537936s
300,11.554192364s
301,33.096821044s
302,16.59268103s
303,4.675109551s
304,6.918303966s
305,25.574126666s
306,241.311106ms
307,11.55650216s
308,3.107307839s
309,32.469589743s
310,8.712112432s
311,7.389249575s
312,32.231600211s
313,1.606749475s
314,8.698310838s
315,2.142280198s
316,9.12707617s
317,17.619799805s
318,24.855885856s
319,2.24994713s
320,4.575909912s
321,6.345524514s
322,617.5522ms
323,9.04312618s
324,11.673721353s
325,22.748620148s
326,1m0.138096941s
327,51.744816915s
328,10.626976504s
329,1m16.426526465s
330,2.904218371s
331,11.945292715s
332,4.51341372s
333,10.687016126s
334,3.232485151s
335,14.097649184s
336,4.872424918s
337,3.888772711s
338,26.221956ms
339,3.134951314s
340,22.94791454s
341,2.258703199s
342,8.752888423s
343,878.478151ms
344,4.297163736s
345,7.799356401s
346,15.142123095s
347,4.967248071s
348,6.803176208s
349,21.6855379s
350,813.296784ms
351,28.524091164s
352,2.378319123s
353,42.014375214s
354,8.257917581s
355,7.517360058s
356,4.699308484s
357,31.774799173s
358,52.541220664s
359,2.179635868s
360,7.80622763s
361,4.482054998s
362,2.455797349s
363,1m16.463851797s
364,24.000102986s
365,3.914095972s
366,6.416873093s
367,8.861418418s
368,3.809901018s
369,46.288378433s
370,37.391060465s
371,28.92659527s
372,7.544467337s
373,5.559446634s
374,22.399637023s
375,1.499038479s
376,24.349885771s
377,26.692818182s
378,8.495676477s
379,1.812998096s
380,12.291946125s
381,20.914605546s
382,19.244610666s
383,6.265324093s
384,26.231240728s
385,49.941642042s
386,2.680033541s
387,2.010364466s
388,5.120929096s
389,29.704638352s
390,14.682788346s
391,1.196138784s
392,15.946224637s
393,1.512126412s
394,2.405735114s
395,1.865953277s
396,12.882798974s
397,9.370374181s
398,23.930157571s
399,6.75043162s
400,15.206285344s
401,671.428477ms
402,18.385104178s
403,24.780509121s
404,37.274241093s
405,13.072060056s
406,1.080592481s
407,15.886218829s
408,10.094141949s
409,4.150650478s
410,2.354636775s
411,3.579735841s
412,12.740879525s
413,6.010643987s
414,12.779779483s
415,4.664201154s
416,12.645018386s
417,34.39825325s
418,5.384960506s
419,19.644170596s
420,2.49201676s
421,8.508213048s
422,5.286646685s
423,20.073399099s
424,282.617477ms
425,55.365133107s
426,9.203486998s
427,399.065537ms
428,16.69233256s
429,6.889873764s
430,767.438143ms
431,5.917898424s
432,4.048250099s
433,11.855268542s
434,9.931156391s
435,615.520262ms
436,4.759740722s
437,31.178162509s
438,2.535639399s
439,30.561456878s
440,409.320879ms
441,10.978816184s
442,4.659387594s
443,3.098969477s
444,37.422363549s
445,21.724473133s
446,7.174244717s
447,862.290677ms
448,17.379214187s
449,6.564333172s
450,1.501013234s
451,39.025762325s
452,10.659079846s
453,56.775269346s
454,1.484052652s
455,43.572694813s
456,39.413498387s
457,13.634357585s
458,11.792788969s
459,2.732010243s
460,10.273992736s
461,10.483202119s
462,36.905693576s
463,7.885710809s
464,10.169982817s
465,19.858259761s
466,4.031614286s
467,744.083005ms
468,17.957027859s
469,16.280209465s
470,15.721569962s
471,18.596444647s
472,20.075953619s
473,1.892235177s
474,14.767011574s
475,22.886562743s
476,53.099513ms
477,52.03493692s
478,4.332757338s
479,11.807413643s
480,6.354855125s
481,28.590183255s
482,45.435983434s
483,18.37296497s
484,573.72213ms
485,5.268675109s
486,22.518571128s
487,23.235254101s
488,5.639686542s
489,4.290045583s
490,13.690663677s
491,8.728982687s
492,26.507305041s
493,18.217337987s
494,8.358832384s
495,9.777579105s
496,2.991100698s
497,4.628115495s
498,1m11.732893673s
499,2.51277779s
500,25.132363963s
501,16.62581813s
502,8.450649766s
503,24.442477829s
504,6.81213194s
505,2.009643529s
506,2.680713989s
507,10.416905933s
508,8.2822443s
509,4.319657487s
510,4.059298131s
511,5.050381356s
512,17.187653441s
513,3.224647407s
514,1.175803989s
515,7.296729096s
516,9.78655198s
517,1.95575901s
518,28.679781244s
519,7.492260983s
520,18.498638933s
521,10.161945201s
522,30.227467408s
523,21.613088471s
524,8.787129051s
525,33.205895228s
526,16.194668424s
527,2.701991899s
528,12.205595047s
529,5.257208223s
530,7.467555283s
531,15.791035834s
532,2.664484713s
533,3.794453554s
534,11.771866305s
535,21.729304981s
536,2.378614816s
537,4.373745515s
538,7.849755769s
539,800.630385ms
540,15.989907993s
541,10.667625725s
542,680.160314ms
543,971.92245ms
544,10.959760014s
545,34.552746681s
546,1.996440224s
547,5.67587367s
548,2.860939036s
549,742.118972ms
550,7.915153307s
551,21.828380007s
552,1.947834966s
553,7.363593585s
554,730.942652ms
555,3.245864852s
556,27.507017862s
557,1m0.314075983s
558,11.475690644s
559,5.790277973s
560,16.601525522s
561,2.09429263s
562,14.75747748s
563,9.67567416s
564,5.852698286s
565,1.300477231s
566,13.848253132s
567,18.680583584s
568,2.994494021s
569,9.152303025s
570,20.643254801s
571,8.929666769s
572,18.320366191s
573,24.167185768s
574,15.055970763s
575,49.427731ms
576,7.443337326s
577,8.599367389s
578,5.744678109s
579,6.092468362s
580,14.565512373s
581,193.460195ms
582,5.171590692s
583,18.741677145s
584,28.722897395s
585,22.812411169s
586,12.451108005s
587,7.038795047s
588,11.935751415s
589,18.504465751s
590,6.143922186s
591,8.605201965s
592,204.70984ms
593,12.759219872s
594,5.752114419s
595,12.38775087s
596,9.415806589s
597,6.966392894s
598,5.88929196s
599,28.746170701s
600,22.686245446s
601,128.449094ms
602,9.928076526s
603,9.438846135s
604,4.402295328s
605,1.644742308s
606,8.35536643s
607,20.661180589s
608,4.899499339s
609,33.174707009s
610,8.099648354s
611,2.641351722s
612,2.339239952s
613,9.710148801s
614,36.585247996s
