block_height,elapsed_time
1416,46.192997497s
1417,53.732826381s
1418,37.35053673s
1419,53.381543669s
1420,33.004895427s
1421,9.403684665s
1422,24.467644068s
1423,1m30.941496981s
1424,1m2.785386851s
1425,1m42.911925547s
1426,52.031157618s
1427,59.71115451s
1428,46.390976941s
1429,40.018364625s
1430,2.611435933s
1431,21.636435546s
1432,21.884451816s
1433,564.88692ms
1434,1m41.040242521s
1435,58.314352982s
1436,6.466757353s
1437,10.608688016s
1438,5.432760018s
1439,12.0807022s
1440,22.579423695s
1441,5.355744687s
1442,56.988076677s
1443,8.273129494s
1444,45.645223329s
1445,3.700642714s
1446,2m0.607823248s
1447,1m15.056816231s
1448,32.93756921s
1449,42.211916366s
1450,42.802844844s
1451,17.827671196s
1452,5.370652494s
1453,59.709867972s
1454,14.61497837s
1455,23.303246232s
1456,28.253410547s
1457,3.984355216s
1458,2m28.218077495s
1459,29.023698798s
1460,38.24633609s
1461,1m9.372854185s
1462,31.006381237s
1463,1m6.254635894s
1464,3m5.811125954s
1465,7.808220797s
1466,12.770374168s
1467,16.23525676s
1468,42.818902945s
1469,3.632040579s
1470,1m23.344828268s
1471,32.221921719s
1472,2m35.600877283s
1473,1m36.198557043s
1474,2m35.031377544s
1475,31.590685366s
1476,30.088487028s
1477,29.208671763s
1478,27.100275254s
1479,33.316110159s
1480,1m2.737059713s
1481,34.704578412s
1482,29.481211574s
1483,15.669190646s
1484,20.958104122s
1485,18.451247186s
1486,59.103931373s
1487,57.3407317s
1488,1m1.647399086s
1489,2m12.73123185s
1490,36.876001268s
1491,8.080954493s
1492,30.122151524s
1493,35.067339545s
1494,1m2.869369214s
1495,2m37.873958062s
1496,51.29666144s
1497,8.114522521s
1498,12.526775775s
1499,48.831982565s
1500,24.506512472s
1501,2m23.370699279s
1502,11.702679019s
1503,4.944949423s
1504,35.269392009s
1505,2m19.064764236s
1506,52.473345854s
1507,22.933789606s
1508,40.699066856s
1509,6.046589024s
1510,38.681897898s
1511,1m15.921995213s
1512,11.069223636s
1513,2m9.63266947s
1514,25.051529908s
1515,9.681365998s
1516,4.396299744s
1517,1m39.161294501s
1518,25.699535922s
1519,9.15639609s
1520,20.968867456s
1521,16.144221653s
1522,1m14.385493163s
1523,25.191338455s
1524,12.230614141s
1525,10.520835077s
1526,18.07884972s
1527,35.922410637s
1528,1m2.146230261s
1529,1m6.820211831s
1530,28.345017505s
1531,17.508747832s
1532,20.901359713s
1533,307.438701ms
1534,18.774182533s
1535,58.511064095s
1536,1m26.269852567s
1537,1m21.108882628s
1538,28.779319023s
1539,5.315391584s
1540,44.057583282s
1541,57.134690196s
1542,1m4.507155853s
1543,1m48.363109447s
1544,55.647620838s
1545,51.517094791s
1546,2m19.158727081s
1547,1m17.561350694s
1548,17.659372983s
1549,19.953151203s
1550,1m14.871251939s
1551,39.321769357s
1552,7.770119737s
1553,13.371866827s
1554,10.873304199s
1555,1m4.465275698s
1556,1m19.671590095s
1557,3.447240007s
1558,33.608993904s
1559,41.065047762s
1560,19.068869623s
1561,1m9.440291314s
1562,13.789679991s
1563,43.405589029s
1564,39.966405635s
1565,15.719878461s
1566,48.396159029s
1567,5.124498992s
1568,56.157488814s
1569,25.823926637s
1570,10.302480237s
1571,1m28.945420168s
1572,9.037260933s
1573,1m19.374697174s
1574,51.000840492s
1575,3m49.397916128s
1576,1m5.053306623s
1577,5.25215814s
1578,22.213654993s
1579,11.378609526s
1580,23.11771436s
1581,26.262600331s
1582,59.551398168s
1583,17.967436394s
1584,6.953515371s
1585,18.182107824s
1586,17.531772868s
1587,21.655766674s
1588,1m3.001029096s
1589,18.63163653s
1590,24.826488932s
1591,1m47.043119727s
1592,46.606821579s
1593,9.020547734s
1594,34.409218171s
1595,55.636129662s
1596,4.764568933s
1597,3m21.165966401s
1598,9.477981116s
1599,19.042177278s
1600,36.90354055s
1601,4m36.805692556s
1602,5.480698981s
1603,42.622092488s
1604,23.078480233s
1605,1.345884734s
1606,36.595733241s
1607,39.341653567s
1608,6.316752476s
1609,2.805137403s
1610,3.765786499s
1611,30.113523046s
1612,1m55.886227958s
1613,12.067369056s
1614,1m55.241712035s
1615,17.375493135s
1616,1m28.068573815s
1617,1m15.742186231s
1618,1m38.963182339s
1619,1m12.493081061s
1620,6.575599661s
1621,58.733850648s
1622,18.7384544s
1623,21.915477155s
1624,1.710393286s
1625,3m25.973256852s
1626,4.241393656s
1627,32.537453301s
1628,48.536585336s
1629,147.110063ms
1630,33.161391043s
1631,10.7344493s
1632,42.565432203s
1633,2m7.927151585s
1634,1m12.786202492s
1635,29.176854068s
1636,3m18.249240163s
1637,4.566681665s
1638,32.936784368s
1639,28.410688949s
1640,38.048847686s
1641,5.506210894s
1642,12.187444481s
1643,3.964623274s
1644,21.553412482s
1645,21.087101344s
1646,6.611604153s
1647,1m45.624570054s
1648,1m7.398935656s
1649,25.85406245s
1650,3.467572231s
1651,18.302657044s
1652,43.965042138s
1653,1m27.844140366s
1654,2m13.510465852s
1655,1.588485355s
1656,42.634788558s
1657,27.858638206s
1658,6.385360016s
1659,5.19502279s
1660,1.697893059s
1661,27.188184891s
1662,1m26.541764171s
1663,2.330172408s
1664,31.205555132s
1665,54.387011166s
1666,3m0.431689533s
1667,2.832332637s
1668,3m20.048709154s
1669,16.137645882s
1670,3.486071243s
1671,56.064210295s
1672,11.724311999s
1673,9.214473796s
1674,7.493218805s
1675,22.79554019s
1676,1m32.325866676s
1677,20.251488112s
1678,29.940801966s
1679,2m23.247998455s
1680,28.975893267s
1681,1m36.414965121s
1682,6.886635818s
1683,1m0.969957952s
1684,1m25.116299789s
1685,51.029539941s
1686,4.29057198s
1687,26.050910471s
1688,1m48.239839987s
1689,1m12.980942999s
1690,4.382999805s
1691,9.204221399s
1692,1.127412223s
1693,2m10.431069414s
1694,1.953075351s
1695,53.539516553s
1696,56.28995659s
1697,5.068651576s
1698,3.517040399s
1699,33.4078146s
1700,33.439051854s
1701,19.146005748s
1702,1m12.463892008s
1703,32.751049734s
1704,11.699099974s
1705,1.121828849s
1706,39.862793614s
1707,15.149134528s
1708,9.631271019s
1709,5.457014415s
1710,40.804709604s
1711,38.092026365s
1712,1m33.31443587s
1713,47.541709349s
1714,7.098844369s
1715,6.687362739s
1716,707.883808ms
1717,6.039249202s
1718,8.600931838s
1719,18.16777066s
1720,55.153531455s
1721,5.259793726s
1722,3m48.513240918s
1723,8.803924758s
1724,2m39.303765514s
1725,1m6.187321406s
1726,1m2.969373599s
1727,2m25.49288185s
1728,2.823842151s
1729,1m3.23588094s
1730,9.447051065s
1731,8.445878645s
1732,8.648475778s
1733,52.414276476s
1734,14.507642154s
1735,18.56405026s
1736,27.984081103s
1737,2m1.877752143s
1738,22.970599828s
1739,20.458984563s
1740,9.058889752s
1741,1m31.455976284s
1742,4.306443874s
1743,46.185847383s
1744,22.617578118s
1745,2.931103437s
1746,5m0.902318454s
1747,22.901932517s
1748,23.465187628s
1749,22.223491181s
1750,4.204155278s
1751,12.275724233s
1752,1m44.83358942s
1753,7.970170931s
1754,26.848126488s
1755,2m38.609856996s
1756,39.455962723s
1757,45.74737593s
1758,1m15.877605023s
1759,1.58913612s
1760,33.568234776s
1761,12.097441021s
1762,16.398257381s
1763,1m17.849844253s
1764,27.850941659s
1765,53.682669486s
1766,2.581314057s
1767,9.166930083s
1768,12.769620937s
1769,21.282910003s
1770,1m33.94848018s
1771,1m14.780241955s
1772,32.296819594s
1773,1m37.513696127s
1774,37.47264139s
1775,18.417335328s
1776,51.092764806s
1777,1m57.287980968s
1778,4.61671744s
1779,36.943757173s
1780,58.106121061s
1781,1m24.567915479s
1782,5.944507852s
1783,1m33.343246588s
1784,4.762114s
1785,1m42.193956651s
1786,1m12.908788006s
1787,20.123260906s
1788,46.576787167s
1789,1m3.27094751s
1790,42.271561009s
1791,1m49.84619484s
1792,874.901382ms
1793,1m35.584370844s
1794,49.386762885s
1795,21.789930982s
1796,44.776751156s
1797,59.931352952s
1798,4.65133483s
1799,7.930913715s
1800,1m15.058430444s
1801,17.813236151s
1802,14.116615462s
1803,1m54.383850989s
1804,1m48.505466608s
1805,23.442814015s
1806,46.079856308s
1807,5.122646543s
1808,13.410435228s
1809,3.561518444s
1810,5.775418255s
1811,2.434669804s
1812,4.374665208s
1813,22.943239345s
1814,7.265559167s
1815,1m5.871630218s
1816,10.104185202s
1817,33.682916404s
1818,12.271994473s
1819,59.983754055s
1820,15.999357118s
1821,6.683028525s
1822,14.698903297s
1823,18.762044114s
1824,11.776095071s
1825,3.211538748s
1826,4.017147865s
1827,28.453000035s
1828,1m19.339129637s
1829,1m39.369807638s
1830,203.531594ms
1831,1m6.42002565s
1832,12.317900011s
1833,1m10.220811183s
1834,30.211938179s
1835,25.187700866s
1836,1m26.663346073s
1837,21.703231473s
1838,39.511926553s
1839,1m20.828127089s
1840,11.205554097s
1841,38.70426552s
1842,39.966153839s
1843,17.280338587s
1844,8.112887528s
1845,1m15.511210913s
1846,35.92856324s
1847,9.126110681s
1848,4.340357986s
1849,37.214108057s
1850,2m21.571023636s
1851,27.657142142s
1852,42.585260407s
1853,22.742614134s
1854,7.864579699s
1855,34.581631137s
1856,22.522764895s
1857,1m26.490278616s
1858,11.924655707s
1859,20.414779182s
1860,18.464718396s
1861,2m37.10273904s
1862,39.036469307s
1863,23.797168489s
1864,3.546291185s
1865,1m58.608504926s
1866,38.424196744s
1867,26.4027462s
1868,26.580293652s
1869,51.37617339s
1870,5.74897183s
1871,11.777385029s
1872,2.08761259s
1873,1m18.996257744s
1874,45.564384085s
1875,888.75132ms
1876,13.638001462s
1877,14.061441178s
1878,104.213663ms
1879,1.743794038s
1880,1m7.31372352s
1881,1m4.656949109s
1882,55.031376375s
1883,23.62736841s
1884,2m34.555497911s
1885,1m46.416097409s
1886,2m2.274344177s
1887,7.318003742s
1888,1m0.795102418s
1889,2.245334552s
1890,17.50840174s
1891,56.041766946s
1892,13.530400907s
1893,9.029404582s
1894,1m21.401111285s
1895,1m13.170316386s
1896,1m11.151622406s
1897,1m28.31097792s
1898,1m17.417246311s
1899,25.79982741s
1900,50.150758041s
1901,2.188821704s
1902,1m15.66861318s
1903,27.108234633s
1904,28.502713574s
1905,1m19.822093429s
1906,1m3.492382558s
1907,47.192583786s
1908,43.449567242s
1909,1m11.26086711s
1910,2m27.449514713s
1911,5.769490778s
1912,24.620909487s
1913,29.018984777s
1914,6.050444227s
1915,1m17.297274574s
1916,4.521544051s
1917,49.961202672s
1918,1.817282458s
1919,1.247542553s
1920,2.061749239s
