block_height,elapsed_time
246,2.048661157s
247,28.669531601s
248,57.947473613s
249,37.417560551s
250,8.188176661s
251,44.229682133s
252,56.675493891s
253,4.226841716s
254,11.00388998s
255,25.817407895s
256,5.55687412s
257,26.240095031s
258,11.689164948s
259,3.812845155s
260,14.996084762s
261,20.962600593s
262,465.68386ms
263,2.345907902s
264,10.878007656s
265,40.049798267s
266,2.162568682s
267,23.481797804s
268,3.025047454s
269,35.642528719s
270,16.903213592s
271,7.742548765s
272,31.588528789s
273,15.241372039s
274,59.429272723s
275,19.857302106s
276,12.218011599s
277,10.115286926s
278,19.531480266s
279,17.099942361s
280,21.855400114s
281,9.095323473s
282,17.488396139s
283,1.615921723s
284,39.704643468s
285,19.736179651s
286,29.91409654s
287,4.847178889s
288,25.163514169s
289,21.374932284s
290,1.000940158s
291,40.197911673s
292,702.203759ms
293,19.971262004s
294,21.420982107s
295,3.306437298s
296,5.055248308s
297,14.70816382s
298,6.049174667s
299,4.530196227s
300,33.63774868s
301,21.775845306s
302,7.02737827s
303,1m3.019773625s
304,23.791077142s
305,8.901817676s
306,38.745084217s
307,52.411988159s
308,23.643856884s
309,3.92963648s
310,8.010887689s
311,22.321082605s
312,10.962041437s
313,1.373879989s
314,263.791453ms
315,572.360369ms
316,28.425033077s
317,23.824644667s
318,23.601435586s
319,40.676344463s
320,3.345589619s
321,26.477240826s
322,923.743697ms
323,40.236009955s
324,2.490305656s
325,15.682183991s
326,5.175852507s
327,1.702399254s
328,22.74086015s
329,37.783950404s
330,24.550520778s
331,20.06057679s
332,46.402076193s
333,5.247040786s
334,58.653707552s
335,2.530297305s
336,19.742434137s
337,11.910174887s
338,49.46156866s
339,4.520620157s
340,9.345037s
341,3.955152807s
342,13.703907711s
343,4.079407205s
344,55.67432767s
345,3.077950659s
346,7.278789205s
347,25.061865701s
348,7.976039991s
349,34.660636445s
350,6.903669777s
351,41.839614659s
352,10.027865015s
353,4.273275331s
354,40.977787209s
355,21.114536698s
356,1m14.9816653s
357,20.720071029s
358,1.592231854s
359,45.239038435s
360,38.659370186s
361,1.153456261s
362,3.644894061s
363,13.29800124s
364,6.992123976s
365,9.77119484s
366,15.761832671s
367,32.948203224s
368,20.619217761s
369,13.225408064s
370,12.220664608s
371,17.146448404s
372,12.121187073s
373,3.929526201s
374,758.20991ms
375,23.209798724s
376,14.489489391s
377,11.113011774s
378,15.867431448s
379,406.324088ms
380,1m13.922126713s
381,6.42487686s
382,4.905132379s
383,17.035497827s
384,1m0.562707364s
385,5.924268603s
386,21.751239483s
387,15.075661875s
388,11.890811243s
389,43.44706741s
390,41.324689738s
391,46.855772054s
392,47.87531664s
393,1m13.839285573s
394,22.804869047s
395,33.908459986s
396,3.98533948s
397,1.466211629s
398,42.327270594s
399,3.219823532s
400,39.513733212s
401,19.814716472s
402,6.061408626s
403,10.662620501s
404,7.27855397s
405,7.6235067s
406,8.321031103s
407,23.974366876s
408,16.265924008s
409,15.602373767s
410,24.879559422s
411,11.827463534s
412,12.142717501s
413,3.365284514s
414,753.47133ms
415,37.910948155s
416,13.286002556s
417,498.157432ms
418,49.653790691s
419,19.152215247s
420,56.033397368s
421,4.10224477s
422,470.388785ms
423,6.39612418s
424,13.850487866s
425,29.412847995s
426,26.746016437s
427,13.186734493s
428,26.117052434s
429,13.032205549s
430,31.021329786s
431,36.416090111s
432,46.42709597s
433,957.82675ms
434,6.913233162s
435,28.208865117s
436,20.808916165s
437,44.194571598s
438,5.656280796s
439,5.831160309s
440,16.465279981s
441,1.885582204s
442,14.608247134s
443,15.490982707s
444,8.705080282s
445,7.369663338s
446,35.62837527s
447,3.357206544s
448,16.650356507s
449,5.456993638s
450,39.295007866s
451,29.097274336s
452,38.619640543s
453,3.510668468s
454,27.197935582s
455,125.804797ms
456,53.196753725s
457,17.618008494s
458,2.868765321s
459,1m44.490178619s
460,38.18689738s
461,25.842851906s
462,3.766193683s
463,5.519041768s
464,855.054683ms
465,9.188540971s
466,20.016807155s
467,14.523604841s
468,14.078091964s
469,17.636237046s
470,30.175104955s
471,10.497175307s
472,36.400852492s
473,9.455374199s
474,836.297488ms
475,445.959252ms
476,35.328362277s
477,23.27443608s
478,26.599325713s
479,12.23865554s
480,9.569470187s
481,19.061332288s
482,17.744375662s
483,722.192412ms
484,4.532346399s
485,7.250322135s
486,14.706914252s
487,20.028128418s
488,35.892655066s
489,16.169410124s
490,1m1.955569718s
491,2.503025795s
492,11.309866411s
493,7.640043623s
494,26.66365623s
495,13.063905795s
496,1m4.796440758s
497,18.439629118s
498,1.409770019s
499,15.69557794s
500,24.10318338s
501,12.12852594s
502,18.558685339s
503,1.810007461s
504,2m11.206739216s
505,41.097380412s
506,13.211375814s
507,2.294675099s
508,45.443578004s
509,20.764011719s
510,59.074108529s
511,916.22263ms
512,18.865577839s
513,21.367126234s
514,5.046832179s
515,5.392175248s
516,8.035146248s
517,1m8.848499098s
518,1.439203036s
519,1m4.580380635s
520,5.009484759s
521,37.27533314s
522,9.722030158s
523,8.464347769s
524,12.941625s
525,1m3.543018799s
526,22.90909896s
527,16.286590629s
528,24.262745185s
529,14.647284959s
530,7.972324221s
531,23.328698879s
532,21.996532244s
533,17.071136975s
534,29.810272972s
535,5.745445996s
536,10.82869059s
537,34.394528596s
538,22.663956021s
539,1m31.298955709s
540,10.482458488s
541,26.597942593s
542,8.080998827s
543,2.124342667s
544,27.211568973s
545,15.558919123s
546,17.011554789s
547,6.822801694s
548,11.975258478s
549,26.270953159s
550,54.337619585s
551,10.030996861s
552,1.143613165s
553,16.578842173s
554,3.451784094s
555,19.893271961s
556,11.007753058s
557,9.187491278s
558,3.023161083s
559,8.242351794s
560,561.157026ms
561,709.281024ms
562,17.283004357s
563,18.109409949s
564,11.009857381s
565,3.72333043s
566,3.648139018s
567,37.289227004s
568,3.387486336s
569,1m20.009480206s
570,7.021449364s
571,1m8.341880178s
572,2.972947461s
573,659.78188ms
574,903.589378ms
575,46.598844522s
576,13.78132014s
577,14.519537451s
578,1m3.001090287s
579,15.652960589s
580,42.265481742s
581,5.802480413s
582,40.641863111s
583,15.639699617s
584,14.06736923s
585,6.370250068s
586,7.927666135s
587,3.575163328s
588,12.116192078s
589,17.108038277s
590,35.130091247s
591,3.548199559s
592,19.101278377s
593,4.690422585s
594,28.250415117s
595,48.122428825s
596,34.976860406s
597,10.20810626s
598,817.92538ms
599,43.726817006s
600,440.432351ms
601,38.379558184s
602,2m7.485179611s
603,2.353199393s
604,16.386009691s
605,4.093283091s
606,4.439861436s
607,30.57340545s
608,35.072835411s
609,14.834139638s
610,19.876913733s
611,6.542807411s
612,28.597195709s
613,2.242522542s
614,39.716972398s
615,27.641098427s
616,34.771511293s
617,6.865259428s
618,26.509769518s
619,30.830607594s
620,7.084242085s
621,25.924623914s
622,10.77107304s
623,2.642203368s
