block_height,elapsed_time
143,10.548945487s
144,9.776634092s
145,2m12.057824376s
146,58.915972296s
147,1m2.971039369s
148,1m19.949807273s
149,57.047551519s
150,1m34.184176042s
151,23.736316252s
152,1m34.241992378s
153,59.092111289s
154,53.246408771s
155,42.390231818s
156,1m12.364615627s
157,29.794910937s
158,1m50.259144224s
159,9.562725025s
160,24.942279978s
161,2m58.386302234s
162,3m40.040736739s
163,3m50.159210963s
164,22.44217688s
165,23.371120944s
166,1m4.041511679s
167,8.063546949s
168,1m53.600570219s
169,56.756666424s
170,22.013541885s
171,50.95195443s
172,1m43.684143945s
173,4.232461062s
174,1m59.404189022s
175,11.142683457s
176,1m42.709209775s
177,34.117757808s
178,20.506001668s
179,1m35.452797665s
180,1m37.809971611s
181,1m31.030377816s
182,54.463944263s
183,8.342196862s
184,1m14.108445785s
185,45.243007911s
186,11.82864906s
187,37.159325089s
188,6.947889119s
189,5.412107686s
190,14.255691608s
191,15.178165991s
192,26.478152313s
193,16.55328332s
194,20.099771879s
195,1m10.527826095s
196,27.348607053s
197,23.15245778s
198,2m8.503567886s
199,21.230312304s
200,15.901078993s
201,58.014604388s
202,3m1.189518075s
203,1m7.085987776s
204,17.721163442s
205,30.414237019s
206,31.564331678s
207,2m36.0797482s
208,10.214291859s
209,30.109265659s
210,1m21.070452956s
211,21.880331269s
212,29.690695246s
213,20.31591443s
214,2m18.983941151s
215,7.65142039s
216,51.173397265s
217,51.693785325s
218,24.337838989s
219,31.512508134s
220,34.367268965s
221,1m17.693439901s
222,19.83176817s
223,2m18.92878864s
224,1m5.747337267s
225,21.390509859s
226,15.744498867s
227,1m6.872667864s
228,28.966968546s
229,20.403409885s
230,18.216818731s
231,2m6.605976174s
232,32.242628689s
233,24.130950502s
234,10.689239489s
235,1m18.165151931s
236,1m32.466901574s
237,6.949859749s
238,2m14.4192655s
239,12.053106105s
240,1m4.158687217s
241,4m52.947383878s
242,23.79277213s
243,2.291406678s
244,1m43.90557189s
245,1m46.209807704s
246,1m4.415208761s
247,8.476477897s
248,3.20886904s
249,15.90148442s
250,21.572427148s
251,46.923792793s
252,33.633589195s
253,1m12.177341769s
254,26.163243591s
255,1m32.559610592s
256,1m28.268562794s
257,17.711449984s
258,1m35.019285636s
259,29.347841841s
260,1m13.316040263s
261,17.935497813s
262,51.008562966s
263,1m49.312895175s
264,1m3.624919781s
265,51.470489835s
266,43.814178051s
267,1m33.523538657s
268,54.019506157s
269,2m11.455001441s
270,1m55.85572336s
271,36.268536432s
272,41.170483579s
273,45.926875256s
274,59.344606545s
275,10.891013664s
276,33.551266995s
277,26.925433421s
278,1m26.342662126s
279,44.302491559s
280,34.075066711s
281,1.264369152s
282,19.138566499s
283,1m35.675015903s
284,3.441497299s
285,22.549725069s
286,8.957912835s
287,47.834955s
288,2m0.717103134s
289,28.505019581s
290,8.314987949s
291,29.84701607s
292,1m27.322325073s
293,1m20.316512059s
294,1m14.976282307s
295,1m30.893954247s
296,16.367159895s
297,1m9.442354445s
298,1m4.190013399s
299,20.294866551s
300,1m2.985229103s
301,4m38.672730152s
302,35.603559886s
303,41.983768405s
304,12.116693488s
305,787.216837ms
306,37.006786106s
307,4.966742645s
308,3.755968124s
309,40.68482161s
310,58.76741469s
311,2.33989724s
312,1m5.525361483s
313,7.719971653s
314,26.714308365s
315,1m35.817108387s
316,14.609180603s
317,19.387029483s
318,31.090350413s
319,7.628655384s
320,2.852261467s
321,43.994723735s
322,35.492893807s
323,24.588747384s
324,1m31.931824647s
325,2.827005145s
326,1m59.603833343s
327,26.917121812s
328,35.36244966s
329,46.134239713s
330,2m34.623617472s
331,1m51.194991983s
332,43.929430532s
333,32.834585929s
334,17.533513581s
335,2m40.413808849s
336,1m11.180352583s
337,5m52.805313129s
338,15.00491366s
339,5.963742738s
340,1m8.53578567s
341,1m9.530326355s
342,23.553971422s
343,53.681428688s
344,30.943573082s
345,4m5.314310878s
346,51.465015577s
347,38.303391509s
348,5.952223687s
349,1m31.713696263s
350,1m6.878593574s
351,3m17.402298436s
352,7.956922087s
353,4.80384466s
354,46.224044456s
355,1m10.396261352s
356,17.261010922s
357,7.641676597s
358,2m16.429170258s
359,1m4.114455988s
360,7.975281637s
361,1m35.102895043s
362,24.07826848s
363,36.677913699s
364,20.171702194s
365,2m43.582687126s
366,14.432110288s
367,53.857248561s
368,8.825744365s
369,1m17.728595849s
370,35.718241845s
371,1m15.339660529s
372,43.358347291s
373,1m29.756735698s
374,1m49.165156976s
375,28.262673401s
376,59.589915079s
377,50.993376135s
378,1m41.51038849s
379,57.983659166s
380,4m16.986695997s
381,42.15880692s
382,48.086789773s
383,2m30.882709891s
384,29.113473108s
385,1m5.277979894s
386,1m20.010858347s
387,1m56.189530841s
388,29.253983249s
389,28.775903912s
390,1m12.598185984s
391,11.427840441s
392,50.702058704s
393,20.689703271s
394,2m14.048342741s
395,21.515276078s
396,28.757829068s
397,1m28.198588634s
398,12.091167544s
399,1m36.78281251s
400,45.991699326s
401,15.74896461s
402,56.219502168s
403,3m45.161157353s
404,4m52.314168774s
405,2m26.296213679s
406,5.079750657s
407,2.74844756s
408,59.679534632s
409,12.267571419s
410,1m27.074986146s
411,1m17.407590324s
412,1m10.958997988s
413,46.893606683s
414,13.312272764s
415,1m2.565818375s
416,14.018057202s
417,14.76437082s
418,52.831442966s
419,1m7.864044185s
420,1m21.676040459s
421,605.549476ms
422,1m3.423463031s
423,1m27.105496539s
424,3.903892301s
425,45.23185325s
426,10.347359974s
427,1m0.670348549s
428,246.838107ms
429,233.995331ms
430,1m47.973434781s
431,1m5.640826563s
432,3m36.411110037s
433,1m42.317957608s
434,1m12.187934428s
435,1m48.632198384s
436,1m16.858891018s
437,50.893918367s
438,22.248316552s
439,43.659647316s
440,26.544779249s
441,1m4.020236465s
442,1m15.955617002s
443,7.315360765s
444,33.421545623s
445,3.345183151s
446,20.605097027s
447,1m6.87729098s
448,1m24.070598691s
449,45.718910228s
450,1m0.353915928s
451,31.591837142s
452,46.857120413s
453,2m49.071345669s
454,27.139337665s
455,2m20.743222646s
456,6.875204475s
457,3m41.225213176s
458,18.868077974s
459,12.38334258s
460,9.229971703s
461,2m31.904735464s
462,6.353747112s
463,1m26.465328883s
464,484.63021ms
465,51.329672934s
466,29.740831582s
467,47.53009928s
468,1m40.881152823s
469,34.273571192s
470,23.997502933s
471,1m10.396988233s
472,58.293014011s
473,51.91130471s
474,1m6.068562843s
475,1.810069432s
476,2m29.108594712s
477,4.115837059s
478,27.988120281s
479,44.949770732s
480,1m29.093520294s
481,15.554059544s
482,16.448634812s
483,51.356414188s
484,29.434098673s
485,1m12.148222517s
486,17.836134163s
487,40.996298695s
488,1m51.604685167s
489,15.016266532s
490,2m10.726712906s
491,21.02411597s
492,1m5.85588626s
493,2.59209647s
494,1.700243844s
495,24.347250051s
496,17.289892302s
497,2.529382597s
498,1m32.855396465s
499,44.431141734s
500,18.992760042s
501,5.690989064s
502,1.851339278s
503,1m17.107384225s
504,46.008893841s
505,39.498983268s
506,9.703915743s
507,1m7.127188556s
508,1m35.422278526s
509,54.358218355s
510,2m48.259363614s
511,54.625031332s
512,1m1.335013662s
513,1m21.386471324s
514,19.931793095s
515,16.928182742s
516,2m11.622341755s
517,19.404916029s
518,58.87186843s
519,3.200954983s
520,7.366956181s
521,1m48.369378347s
522,1m29.961941268s
523,15.391958402s
524,1m47.027685964s
525,39.382714927s
526,41.766188951s
527,1m16.367426743s
528,6.974908797s
529,22.298181561s
530,8.978649638s
531,1m33.097040099s
532,56.725808567s
533,1m3.153578316s
534,1m42.562433947s
535,5.538574859s
536,1m16.290604829s
537,2m5.424313564s
538,8.099712062s
539,12.11532553s
540,2.57223351s
541,50.374094984s
542,2m36.545348959s
543,13.851317719s
544,35.046635986s
545,3m49.368020083s
546,28.693652276s
547,28.139450418s
548,2m33.048469304s
549,21.224115346s
550,9.184758829s
551,27.715153791s
552,2m49.361108911s
553,32.71104507s
554,1m31.194152491s
555,3m44.673601301s
556,35.707121465s
557,12.465488832s
558,9.694583787s
559,1m47.00730658s
560,1m20.411449058s
561,22.246675361s
562,3m10.176676194s
563,5.579987247s
564,334.504049ms
565,3m1.778483171s
566,33.7842174s
567,42.159024416s
568,3m16.042661783s
569,1m37.144293353s
570,1m9.069026001s
571,42.273498715s
572,1m14.640514165s
573,41.58410753s
574,2m59.979088302s
575,14.589282695s
576,1m50.703311129s
577,2m40.588132988s
578,1m13.529993194s
579,1.818905222s
580,52.241497042s
581,40.976281808s
582,5m30.157287508s
583,49.175321746s
584,1m23.775626107s
585,31.539463043s
586,1m54.54150264s
587,13.723616046s
588,30.093500244s
589,34.378323121s
590,23.760351397s
591,5.59303293s
592,2.105351089s
593,42.628233962s
594,36.071519443s
595,23.123809151s
596,4.402608603s
597,41.191096123s
598,50.550731972s
599,2m32.473409524s
600,1m8.500832154s
601,34.267914419s
602,7.970717393s
603,1m3.348845282s
604,2.579922669s
605,49.062228994s
