block_height,elapsed_time
423,6.641064344s
424,58.718891388s
425,8.908232368s
426,10.150368774s
427,2.28044882s
428,10.473750953s
429,9.029112415s
430,1.542802204s
431,29.076745545s
432,5.493044019s
433,4.545888923s
434,5.728814867s
435,46.74729859s
436,26.945771851s
437,1.82707246s
438,2.79235431s
439,21.71944694s
440,3.248287035s
441,15.349139239s
442,28.523024982s
443,26.164476512s
444,3.527836644s
445,3.323341102s
446,31.39313509s
447,911.54677ms
448,29.957511359s
449,12.898125214s
450,19.804595009s
451,4.531802745s
452,12.372991472s
453,2.226863327s
454,3.499309966s
455,40.683579651s
456,16.547517s
457,1.294413274s
458,29.11259356s
459,15.006441333s
460,30.383226155s
461,10.403881539s
462,4.275870635s
463,4.865077046s
464,9.791288881s
465,1.93637218s
466,12.457489252s
467,2.027480232s
468,8.185032672s
469,23.040372752s
470,9.356784898s
471,7.325351598s
472,27.950606492s
473,11.048353412s
474,5.915720134s
475,13.886025487s
476,786.379271ms
477,18.229663548s
478,2.882731514s
479,8.446609251s
480,233.639694ms
481,1.6200004s
482,19.505086157s
483,9.965688281s
484,3.569291591s
485,10.98818992s
486,2.958564127s
487,17.813191891s
488,8.777208403s
489,4.615642084s
490,2.796118282s
491,4.276819583s
492,18.131684818s
493,9.217861398s
494,22.802453085s
495,8.716838908s
496,26.000831161s
497,498.792281ms
498,1.041131947s
499,23.641246528s
500,10.731450872s
501,11.953267783s
502,3.569106447s
503,418.951632ms
504,12.20103205s
505,1.095942014s
506,286.406346ms
507,3.119532295s
508,10.818975358s
509,16.197500634s
510,1.125517237s
511,8.913552583s
512,2.074738117s
513,23.635411837s
514,23.264068341s
515,13.203211462s
516,2.561680558s
517,9.231033011s
518,6.662482515s
519,6.234540366s
520,1m13.445017185s
521,7.47394054s
522,5.01835963s
523,7.50121317s
524,3.384049805s
525,19.567991629s
526,4.647377124s
527,5.126050219s
528,2.147993554s
529,3.505260253s
530,10.87069849s
531,5.363190423s
532,4.210645468s
533,5.127995962s
534,12.289008804s
535,2.753012273s
536,3.342917355s
537,9.951220782s
538,15.837919092s
539,32.449486486s
540,3.089409101s
541,18.050208279s
542,17.983817739s
543,1.607890629s
544,13.858820349s
545,16.382273762s
546,6.417553523s
547,4.471070266s
548,838.058063ms
549,3.968077177s
550,32.052034334s
551,32.800800623s
552,20.113801524s
553,5.730447305s
554,41.290807034s
555,886.517937ms
556,13.941389867s
557,23.839414774s
558,40.252992918s
559,1.204491862s
560,7.430521101s
561,10.438220711s
562,20.0046573s
563,36.656895518s
564,32.083455777s
565,42.132137212s
566,35.631319558s
567,7.226799396s
568,3.957145308s
569,4.398679744s
570,6.005681278s
571,24.360222602s
572,5.833103688s
573,1.444832846s
574,5.17527649s
575,3.575231878s
576,33.289188246s
577,1.444092707s
578,584.645306ms
579,16.791643885s
580,7.516615181s
581,26.764312395s
582,2.056678835s
583,35.539734228s
584,11.714519072s
585,11.432434799s
586,2.397539414s
587,5.366461495s
588,9.357543811s
589,3.091644121s
590,4.230324046s
591,12.039469745s
592,2.449536139s
593,10.756317198s
594,2.952753208s
595,25.970987437s
596,7.180353718s
597,5.026806706s
598,16.974202541s
599,10.614314014s
600,12.3278426s
601,9.169319965s
602,2.680027836s
603,7.028402065s
604,6.109559151s
605,9.466911698s
606,55.446350033s
